0.6456,0.7955,0.2029,0.0800,1
0.6203,0.6818,0.2029,0.0800,1
0.5949,0.7273,0.1884,0.0800,1
0.5823,0.7045,0.2174,0.0800,1
0.6329,0.8182,0.2029,0.0800,1
0.6835,0.8864,0.2464,0.1600,1
0.5823,0.7727,0.2029,0.1200,1
0.6329,0.7727,0.2174,0.0800,1
0.5570,0.6591,0.2029,0.0800,1
0.6203,0.7045,0.2174,0.0400,1
0.6835,0.8409,0.2174,0.0800,1
0.6076,0.7727,0.2319,0.0800,1
0.6076,0.6818,0.2029,0.0400,1
0.5443,0.6818,0.1594,0.0400,1
0.7342,0.9091,0.1739,0.0800,1
0.7215,1.0000,0.2174,0.1600,1
0.6835,0.8864,0.1884,0.1600,1
0.6456,0.7955,0.2029,0.1200,1
0.7215,0.8636,0.2464,0.1200,1
0.6456,0.8636,0.2174,0.1200,1
0.6835,0.7727,0.2464,0.0800,1
0.6456,0.8409,0.2174,0.1600,1
0.5823,0.8182,0.1449,0.0800,1
0.6456,0.7500,0.2464,0.2000,1
0.6076,0.7727,0.2754,0.0800,1
0.6329,0.6818,0.2319,0.0800,1
0.6329,0.7727,0.2319,0.1600,1
0.6582,0.7955,0.2174,0.0800,1
0.6582,0.7727,0.2029,0.0800,1
0.5949,0.7273,0.2319,0.0800,1
0.8861,0.7273,0.6812,0.5600,2
0.8101,0.7273,0.6522,0.6000,2
0.8734,0.7045,0.7101,0.6000,2
0.6962,0.5227,0.5797,0.5200,2
0.8228,0.6364,0.6667,0.6000,2
0.7215,0.6364,0.6522,0.5200,2
0.7975,0.7500,0.6812,0.6400,2
0.6203,0.5455,0.4783,0.4000,2
0.8354,0.6591,0.6667,0.5200,2
0.6582,0.6136,0.5652,0.5600,2
0.6329,0.4545,0.5072,0.4000,2
0.7468,0.6818,0.6087,0.6000,2
0.7595,0.5000,0.5797,0.4000,2
0.7722,0.6591,0.6812,0.5600,2
0.7089,0.6591,0.5217,0.5200,2
0.8481,0.7045,0.6377,0.5600,2
0.7089,0.6818,0.6522,0.6000,2
0.7342,0.6136,0.5942,0.4000,2
0.7848,0.5000,0.6522,0.6000,2
0.7089,0.5682,0.5652,0.4400,2
0.7468,0.7273,0.6957,0.7200,2
0.7722,0.6364,0.5797,0.5200,2
0.7975,0.5682,0.7101,0.6000,2
0.7722,0.6364,0.6812,0.4800,2
0.8101,0.6591,0.6232,0.5200,2
0.8354,0.6818,0.6377,0.5600,2
0.8608,0.6364,0.6957,0.5600,2
0.8481,0.6818,0.7246,0.6800,2
0.7595,0.6591,0.6522,0.6000,2
0.7215,0.5909,0.5072,0.4000,2
0.7975,0.7500,0.8696,1.0000,3
0.7342,0.6136,0.7391,0.7600,3
0.8987,0.6818,0.8551,0.8400,3
0.7975,0.6591,0.8116,0.7200,3
0.8228,0.6818,0.8406,0.8800,3
0.9620,0.6818,0.9565,0.8400,3
0.6203,0.5682,0.6522,0.6800,3
0.9241,0.6591,0.9130,0.7200,3
0.8481,0.5682,0.8406,0.7200,3
0.9114,0.8182,0.8841,1.0000,3
0.8228,0.7273,0.7391,0.8000,3
0.8101,0.6136,0.7681,0.7600,3
0.8608,0.6818,0.7971,0.8400,3
0.7215,0.5682,0.7246,0.8000,3
0.7342,0.6364,0.7391,0.9600,3
0.8101,0.7273,0.7681,0.9200,3
0.8228,0.6818,0.7971,0.7200,3
0.9747,0.8636,0.9710,0.8800,3
0.9747,0.5909,1.0000,0.9200,3
0.7595,0.5000,0.7246,0.6000,3
0.8734,0.7273,0.8261,0.9200,3
0.7089,0.6364,0.7101,0.8000,3
0.9747,0.6364,0.9710,0.8000,3
0.7975,0.6136,0.7101,0.7200,3
0.8481,0.7500,0.8261,0.8400,3
0.9114,0.7273,0.8696,0.7200,3
0.7848,0.6364,0.6957,0.7200,3
0.7722,0.6818,0.7101,0.7200,3
0.8101,0.6364,0.8116,0.8400,3
0.9114,0.6818,0.8406,0.6400,3
